ligand,receptor,source,target,label
CCL5,HTR1D,P13501,P28221,0
HLA-DPA1,CLEC4M,P20036,Q9H2X3,0
CGA_FSHB,CD247,COMPLEX:P01215_P01225,P20963,0
CTF1,IL1R2,Q16619,P27930,0
APOC1,TLR7,P02654,Q9NYK1,0
AANAT,BMP5,Q16613,P22003,0
AGTR2,CCR7,P50052,P32248,0
INHA,ITGAV_ITGB6,P05111,P06756_P18564,0
HSP90B1,TNFRSF19,P14625,Q9NS68,0
MATN1,ACVR1_BMPR2,P21941,Q04771_Q13873,0
HGF,CD72,P14210,P21854,0
CCL28,NR1H2,Q9NRJ3,P55055,0
TF,IL18RAP,P02787,O95256,0
TGFB2,CD81,P61812,P60033,0
INHBB,MET,P09529,P08581,0
EGF,FZD3_LRP5,P01133,Q9NPG1_O75197,0
CXCL16,GALR3,Q9H2A7,O60755,0
F7,COL17A1,P08709,Q9UMD9,0
TSHR,ADGRL4,P16473,Q9HBW9,0
GDF6,BMPR2_TGFBR1,Q6KF10,Q13873_P36897,0
SIGLEC15,UNC5B,Q6ZMC9,Q8IZJ1,0
IGFBP6,ACKR4,P24592,Q9NPB9,0
CXCL8,PDE1B,P10145,Q01064,0
DDC_SLC18A2,RTN4R,COMPLEX:P20711_Q05940,Q9BZR6,0
C1QL3,TGFBR1,Q5VWW1,P36897,0
SEMA6D,SLC18A2,Q8NFY4,Q05940,0
CCL28,GP1BA_GP1BB_GP5_GP9,Q9NRJ3,P07359_P13224_NA_P14770,0
IGFBP2,GALR2_GPR151,P18065,O43603_Q8TDV0,0
DBH_SLC6A2,ITGAV_ITGB8,COMPLEX:P09172_P23975,P06756_P26012,0
JAM3,GPR84,Q9BX67,Q9NQS5,0
CDON,GLP1R,Q4KMG0,P43220,0
SPX,ITGAL,Q9BT56,P20701,0
COL6A5,LILRB2,A8TX70,Q8N423,0
FGG,ITGAM_ITGB2,P02679,P11215_P05107,0
SIGLEC15,A0A2R8YGI3,Q6ZMC9,A0A2R8YGI3,0
HAS2,ACVR1_TGFBR2,Q92819,Q04771_P37173,0
APOA4,GRIA4,P06727,P48058,0
GLS_SLC1A3,ITGAM,COMPLEX:O94925_P43003,P11215,0
IRAK4,PTPRS,Q9NWZ3,Q13332,0
COL1A1,DRD3,P02452,P35462,0
ANGPTL6,HTR7,Q8NI99,P34969,0
CFH,IL10RA,P08603,Q13651,0
TNXB,TACR2,P22105,P21452,0
APLN,BDKRB1,Q9ULZ1,P46663,0
COMP,C3AR1,P49747,Q16581,0
CCL7,OPRK1,P80098,P41145,0
COL6A1,IL10RA,P12109,Q13651,0
CLDN5,PDCD1,O00501,Q15116,0
BTC,CD3D,P35070,P04234,0
GNAI2,CLDN19,P04899,Q8N6F1,0
DLL4,GPC4,Q9NR61,O75487,0
KRTAP4-12,KLRC3_KLRD1,Q9BQ66,NA_Q13241,0
TNFSF18,KCNJ15,Q9UNG2,Q99712,0
TAC1,OPRM1,P20366,P35372,0
PNMT,IL3RA,COMPLEX:P11086,P26951,0
CCL3,IL11RA,P10147,Q14626,0
TRAF2,UNC5A,Q12933,Q6ZN44,0
POMC,LDLR,P01189,P01130,0
OMG,GLP2R,P23515,O95838,0
ZP3,BDKRB1,P21754,P46663,0
NPPB,HHIP,P16860,Q96QV1,0
SRD5A1,CD82,COMPLEX:P18405,P27701,0
ADAM23,ACVRL1,O75077,P37023,0
PTDSS1,FPR3,P48651,P25089,0
MDK,GP1BA,P21741,P07359,0
GDF7,HTR1F,Q7Z4P5,P30939,0
BMP10,PTCH1,O95393,Q13635,0
GPC4,DRD3,O75487,P35462,0
LPL,IL2RG_IL4R,P06858,P31785_P24394,0
ADAM11,DRD3,O75078,P35462,0
CCL21,OPRL1,O00585,P41146,0
VIP,DYSF,P01282,O75923,0
PLTP,HTR1B,P55058,P28222,0
PODXL2,GPC1,Q9NZ53,P35052,0
TNFSF15,GRM2,O95150,Q14416,0
NPW,CD82,Q8N729,P27701,0
VEGFB,CXCR3,P49765,P49682,0
AMELX,NLGN2,Q99217,Q8NFZ4,0
APP,CHRNA2,P05067,Q15822,0
IFNA10,FZD8_LRP6,P01566,Q9H461_O75581,0
CCL25,CNTN2,O15444,Q02246,0
KLB,ERBB2_ERBB4,Q86Z14,P04626_Q15303,0
FST,DYSF,P19883,O75923,0
PROK2,IFNAR1_IFNAR2,Q9HC23,P17181_P48551,0
COL14A1,FZD8,Q05707,Q9H461,0
HPX,UNC5D,P02790,Q6UXZ4,0
SEMA3F,ALK,Q13275,Q9UM73,0
NMU,ERBB2_ERBB4,P48645,P04626_Q15303,0
SEMA4B,SV2B,Q9NPR2,Q7L1I2,0
PODXL2,KCNQ5,Q9NZ53,Q9NR82,0
GREM1,GABRA6_GABRB3_GABRD,O60565,NA_NA_NA,0
CCN3,CD69,P48745,Q07108,0
XCL2,FAS,Q9UBD3,P25445,0
PLXNA1,VCAM1,Q9UIW2,P19320,0
DDC,TACR1,COMPLEX:P20711,P25103,0
NXPH1,ACVR2A_BMPR1B,P58417,P27037_O00238,0
DHH,NRXN1,O43323,P58400,0
TPH1,CD99,P17752,P14209,0
HDC,MC5R,COMPLEX:P19113,P33032,0
PKM,CDH7,P14618,Q9ULB5,0
KLRD1,EGF,Q13241,P01133,0
FGF14,KIR2DL1,Q92915,P43626,0
PON2,MYLK2,Q15165,Q9H1R3,0
KISS1,FSHR,Q15726,P23945,0
AGRN,GABRA5_GABRB3_GABRG2,O00468,NA_NA_NA,0
NCR3LG1,CHRNB3,Q68D85,Q05901,0
COL9A3,IL10RB_IL20RA,Q14050,Q08334_Q9UHF4,0
NRXN3,IL1RAP_IL1RL2,Q9Y4C0,Q9NPH3_Q9HB29,0
PRL,VLDLR,P01236,P98155,0
INHA_INHBB,ITGA9_ITGB1,COMPLEX:P05111_P09529,Q13797_P05556,0
MST1,IFNA2_IFNAR1_IFNAR2,P26927,P01563_P17181_P48551,0
ADIPOQ,NTRK2,Q15848,Q16620,0
OXT,CALCRL,P01178,Q16602,0
ROR1,HTR2A,Q01973,P28223,0
SFRP1,ROBO1,Q8N474,Q9Y6N7,0
ANXA1,CNTN1_CNTNAP1,P04083,Q12860_P78357,0
BMP15,FLT4,O95972,P35916,0
BTLA,RAMP3,Q7Z6A9,O60896,0
GLS2_SLC1A2,LSR,COMPLEX:P43004_Q9UI32,Q86X29,0
IL1A,GPR55,P01583,Q9Y2T6,0
PLTP,MC5R,P55058,P33032,0
CX3CL1,MRGPRX1,P78423,Q96LB2,0
EGF,FZD7_LRP5,P01133,O75084_O75197,0
SEMA3A,FLT1,Q14563,P17948,0
PTPRM,NPBWR2,P28827,P48146,0
GHRH,PTGIR,P01286,P43119,0
BMP15,NPY5R,O95972,Q15761,0
HGF,CNTN1,P14210,Q12860,0
ANOS1,PGLYRP1,P23352,O75594,0
CD28,NCSTN,P10747,Q92542,0
LHB,CHRNB4,P01229,P30926,0
SDC2,GAS1_PTCH2,P34741,P54826_Q9Y6C5,0
APOB,IL1RAP_IL1RL2,P04114,Q9NPH3_Q9HB29,0
UBC,CD3D,P0CG48,P04234,0
INSL5,FZD9_LRP5,Q9Y5Q6,O00144_O75197,0
NRTN,INHA_INHBA,Q99748,P05111_P08476,0
CD274,IL10RB_IL20RA,Q9NZQ7,Q08334_Q9UHF4,0
PLXNA4,HRAS,Q9HCM2,P01112,0
TAC1,PLPP6,P20366,Q8IY26,0
KLB,ADRB1,Q86Z14,P08588,0
EPHB6,FZD8_RYK,O15197,Q9H461_P34925,0
LY6G5C,LRP5,Q5SRR4,O75197,0
CCL7,GABRA4_GABRB3_GABRG2,P80098,NA_NA_NA,0
GDF5,HTR2A,P43026,P28223,0
EFNB1,WNT2,P98172,P09544,0
SLIT3,IL2RA_IL2RB_IL2RG,O75094,P01589_P14784_P31785,0
SDC2,CXCR1,P34741,P25024,0
TGFA,OPRK1,P01135,P41145,0
GAL,BEX3,P22466,Q00994,0
IL3,PLXNB1,P08700,O43157,0
ITGA9_ITGB1,CAV1,COMPLEX:P05556_Q13797,Q03135,0
CXCL3,LMBR1L,P19876,Q6UX01,0
SRD5A3,CLEC10A,COMPLEX:Q9H8P0,Q8IUN9,0
HLA-F,CD79A,P30511,P11912,0
CDH15,RXFP4,P55291,Q8TDU9,0
IL17C,KLRF2,Q9P0M4,D3W0D1,0
IFNA14,TSHR,P01570,P16473,0
CCL25,HCRTR1,O15444,O43613,0
CXCL5,FZD1_LRP6,P42830,Q9UP38_O75581,0
FLRT2,KIR2DL5A,O43155,Q8N109,0
TIMP2,ITGA9,P16035,Q13797,0
CGN,NPY1R,Q9P2M7,P25929,0
HLA-DMB,CD3G,P28068,P09693,0
LAMC3,CD93,Q9Y6N6,Q9NPY3,0
THPO,ITGA7_ITGB1,P40225,Q13683_P05556,0
HLA-DQA2,FZD5,P01906,Q13467,0
CCL1,CDH10,P22362,Q9Y6N8,0
ZG16B,CALCR_RAMP2,Q96DA0,P30988_O60895,0
EXOC3-AS1,NPR1,Q8N2X6,P16066,0
GLS2_SLC1A7,GRPR,COMPLEX:O00341_Q9UI32,P30550,0
DBH_SLC6A2,ITGB8,COMPLEX:P09172_P23975,P26012,0
ADM,CXCR6,P35318,O00574,0
ASMT,CNR2,COMPLEX:P46597,P34972,0
GLS2_SLC17A6,TIE1,COMPLEX:Q9P2U8_Q9UI32,P35590,0
GUCA2B,PARD3,Q16661,Q8TEW0,0
FCER2,GPR39,P06734,O43194,0
GDF5,ACKR2,P43026,O00590,0
LAMB2,EGF,P55268,P01133,0
LAMC1,BEX3,P11047,Q00994,0
NFASC,MET,O94856,P08581,0
APOA2,MRC2,P02652,Q9UBG0,0
ANGPTL3,CD34,Q9Y5C1,P28906,0
ENPP1,PLD2,P22413,O14939,0
TNFRSF10A,HTR2B,O00220,P41595,0
PTPRC,CATSPER1_CATSPERB,P08575,Q8NEC5_NA,0
GNAS,CD93,Q5JWF2,Q9NPY3,0
TLN1,PTCH1,Q9Y490,Q13635,0
IL37,PDGFRB,Q9NZH6,P09619,0
SHANK1,LPAR3,Q9Y566,Q9UBY5,0
SPON2,JAML,Q9BUD6,Q86YT9,0
CCL2,NPY2R,P13500,P49146,0
PSAP,GPR84,P07602,Q9NQS5,0
VCAN,ACVR1_AMHR2,P13611,Q04771_Q16671,0
MAG,WNT6,P20916,Q9Y6F9,0
SLPI,CD226,P03973,Q15762,0
LINGO1,ROBO1,Q96FE5,Q9Y6N7,0
S100A9,APLNR,P06702,P35414,0
GDF10,MGRN1,P55107,O60291,0
CHAT_SLC18A3,NLGN2,COMPLEX:P28329_Q16572,Q8NFZ4,0
COL2A1,GRM3,P02458,Q14832,0
CELA3B,CD8B2,P08861,A6NJW9,0
CGA_CGB8,ITGA11,COMPLEX:P01215_P0DN86,Q9UKX5,0
FGF1,IFNL3_IFNLR1_IL10RB,P05230,Q8IZI9_Q8IU57_Q08334,0
CRLF2,APOBR,Q9HC73,Q0VD83,0
IFNL3,CNTNAP2,Q8IZI9,Q9UHC6,0
PSEN1,IL17RE,P49768,Q8NFR9,0
CD14,ASGR2,P08571,P07307,0
GALP,TRPC5,Q9UBC7,Q9UL62,0
PCSK9,SV2B,Q8NBP7,Q7L1I2,0
SPP1,INHA_INHBA,P10451,P05111_P08476,0
NTS,CD34,P30990,P28906,0
PENK,FLT4,P01210,P35916,0
APLP2,HLA-B,Q06481,P01889,0
CGA_CGB2,ITGAV_ITGB3,COMPLEX:P01215_Q6NT52,P06756_P05106,0
HLA-E,ACVR1B_ACVR2A_CRIPTO,P13747,P36896_P27037_P13385,0
WIF1,CD47,Q9Y5W5,Q08722,0
GLS_SLC1A2,HTR1F,COMPLEX:O94925_P43004,P30939,0
CCL27,PLD2,Q9Y4X3,O14939,0
TFPI,LHCGR,P10646,P22888,0
NELL2,DLL4,Q99435,Q9NR61,0
CXCL6,CD93,P80162,Q9NPY3,0
TNF,TMPRSS6,P01375,Q8IU80,0
APOC1,IGFLR1,P02654,Q9H665,0
LAMC2,ACKR2,Q13753,O00590,0
SCT,XCR1,P09683,P46094,0
CORT,COL13A1,O00230,Q5TAT6,0
CGA_CGB2,ERBB2_ERBB3,COMPLEX:P01215_Q6NT52,P04626_P21860,0
PON2,C3AR1,Q15165,Q16581,0
CXCL6,F2RL3,P80162,Q96RI0,0
FCN2,SMO,Q15485,Q99835,0
LIPA,PECAM1,COMPLEX:P38571,P16284,0
NXPH2,CSF3R,O95156,Q99062,0
TCTN1,MLNR,Q2MV58,O43193,0
NPW,IFNLR1,Q8N729,Q8IU57,0
C1QB,TLR9,P02746,Q9NR96,0
BMP15,COL13A1,O95972,Q5TAT6,0
SCGB3A1,CNR1,Q96QR1,P21554,0
SERPINC1,FLT1,P01008,P17948,0
LIN7C,MYLK2,Q9NUP9,Q9H1R3,0
FGF10,PLXNA2,O15520,O75051,0
FGF17,VLDLR,O60258,P98155,0
ITGAM_ITGB2,ADIPOR1_ADIPOR2,COMPLEX:P05107_P11215,Q96A54_Q86V24,0
COL7A1,CD81,Q02388,P60033,0
PRSS3,PTPRU,P35030,Q92729,0
UBC,ACVR1_ACVR2A,P0CG48,Q04771_P27037,0
PRXL2B,TIE1,COMPLEX:Q8TBF2,P35590,0
SLURP1,AGR2,P55000,O95994,0
NRG1,BCR_CD22_PTPRC,Q02297,NA_P20273_P08575,0
SFTPA2,CHRNA3_CHRNB4,Q8IWL1,P32297_P30926,0
OBP2A,ACVR1C_ACVR2B,Q9NY56,Q8NER5_Q13705,0
APOE,EPHA3,P02649,P29320,0
NOTCH4,PLGRKT,Q99466,Q9HBL7,0
CD99,ADIPOR1_ADIPOR2,P14209,Q96A54_Q86V24,0
CHAT_SLC5A7,UNC5B,COMPLEX:P28329_Q9GZV3,Q8IZJ1,0
F2,TRAF3,P00734,Q13114,0
GUCA1A,ITGA9_ITGB1,P43080,Q13797_P05556,0
NRG2,NRP2,O14511,O60462,0
CGA_TSHB,CCR2,COMPLEX:P01215_P01222,P41597,0
SIRPG,GABRA3_GABRB3_GABRG2,Q9P1W8,NA_NA_NA,0
GNAI2,P2RX7,P04899,Q99572,0
VEGFA,GRPR,P15692,P30550,0
TIMP3,ADRA1B,P35625,P35368,0
KITLG,MAS1,P21583,P04201,0
CCL1,COL17A1,P22362,Q9UMD9,0
IFNA10,MRC2,P01566,Q9UBG0,0
IL19,GP1BB,Q9UHD0,P13224,0
C4BPA,IL6ST_OSMR,P04003,P40189_Q99650,0
IFNL1,GPR84,Q8IU54,Q9NQS5,0
SEMA3G,WNT2,Q9NS98,P09544,0
NT5E_SLC29A1,IL23R,COMPLEX:P21589_Q99808,Q5VWK5,0
CNTN2,LMBR1L,Q02246,Q6UX01,0
FGB,GRM6,P02675,O15303,0
GDF3,WNT9B,Q9NR23,O14905,0
CGA_CGB7,KCNQ5,COMPLEX:P01215_P0DN87,Q9NR82,0
INHBA,IGFL3,P08476,Q6UXB1,0
C3,ACKR3,P01024,P25106,0
PCSK9,HTR3C,Q8NBP7,Q8WXA8,0
IL37,ADGRG6,Q9NZH6,Q86SQ4,0
RLN2,KIR2DL4,P04090,Q99706,0
OSTN,ADRA2C,P61366,P18825,0
CUBN,LHCGR,O60494,P22888,0
DUSP18,HHIP,Q8NEJ0,Q96QV1,0
IL19,CRABP2_RARA_RXRA,Q9UHD0,NA_NA_P19793,0
BST1,HLA-A,Q10588,P04439,0
TAFA1,FGFR3,Q7Z5A9,P22607,0
VWF,IL23R,P04275,Q5VWK5,0
OMG,CDH10,P23515,Q9Y6N8,0
EREG,TLR1,O14944,Q15399,0
COL4A6,MAG,Q14031,P20916,0
EGFR,TMPRSS6,P00533,Q8IU80,0
TNFRSF10B,NR1H4,O14763,Q96RI1,0
FGF14,FZD3,Q92915,Q9NPG1,0
FRAS1_FREM1_NPNT,NTSR2,COMPLEX:Q5H8C1_Q6UXI9_Q86XX4,O95665,0
SCGB1A1,GFRA2,P11684,O00451,0
ANGPTL5,MC3R,Q86XS5,P41968,0
NTF3,GRIK2_GRIK4,P20783,Q13002_NA,0
CGA,NRP1,P01215,O14786,0
CXCL1,CANX,P09341,P27824,0
CCL22,PRLHR,O00626,P49683,0
CCN2,TGFBR2,P29279,P37173,0
ANXA1,CD247,P04083,P20963,0
PLAT,PDGFRA,P00750,P16234,0
RNF43,ADIPOR2,Q68DV7,Q86V24,0
GAD2_SLC6A6,IFNAR2,COMPLEX:P31641_Q05329,P48551,0
CD22,FAS,P20273,P25445,0
SLC18A2_TPH1,ITGA2_ITGB1,COMPLEX:P17752_Q05940,P17301_P05556,0
GAS6,A0A0A0MR89,Q14393,A0A0A0MR89,0
WNT5A,RORC,P41221,P51449,0
EGF,FGFR3,P01133,P22607,0
IGF2,KDR,P01344,P35968,0
PIGF,GPR151,Q07326,Q8TDV0,0
CCL16,SV2C,O15467,Q496J9,0
SERPINC1,OPRD1,P01008,P41143,0
CYP17A1,OCLN,COMPLEX:P05093,Q16625,0
PDYN,ADGRL2,P01213,O95490,0
CLU,PGAP6,P10909,Q9HCN3,0
CHAT_SLC10A4,NGFR,COMPLEX:P28329_Q96EP9,P08138,0
EFNA5,AQP1,P52803,P29972,0
SERPINE1,FZD1_LRP6,P05121,Q9UP38_O75581,0
WNT10B,LRP8,O00744,Q14114,0
VTN,INHA_INHBB,P04004,P05111_P09529,0
GLS_SLC17A6,GP1BB,COMPLEX:O94925_Q9P2U8,P13224,0
PTHLH,CDH2,P12272,P19022,0
LAMA1,NR1H3,P25391,Q13133,0
ITGB3BP,CDON,Q13352,Q4KMG0,0
CD36,LDLR,P16671,P01130,0
INHBC,PLXNA2,P55103,O75051,0
S100A9,MC1R,P06702,Q01726,0
CCN2,CHRM1,P29279,P11229,0
RGMB,MTNR1A,Q6NW40,P48039,0
TYR,NR3C1,COMPLEX:P14679,P04150,0
APOB,IL13RA1,P04114,P78552,0
F9,TSPAN1,P00740,O60635,0
LINGO1,CRABP2_RARA,Q96FE5,NA_NA,0
DAGLA,A0A2R8YE73,COMPLEX:Q9Y4D2,A0A2R8YE73,0
CCL20,CALCR_RAMP1,P78556,P30988_O60894,0
NTN4,ACVR1C_ACVR2B_CFC1,Q9HB63,Q8NER5_Q13705_P0CG37,0
LEAP2,MYLK2,Q969E1,Q9H1R3,0
ANP32B,TMPRSS6,Q92688,Q8IU80,0
FRAS1_FREM1_NPNT,CNTN1,COMPLEX:Q5H8C1_Q6UXI9_Q86XX4,Q12860,0
AFDN,SLC45A3,P55196,Q96JT2,0
IFNL3,CMKLR2,Q8IZI9,P46091,0
CDH1,GPR20,P12830,Q99678,0
GAL,FLT1,P22466,P17948,0
SEMA3D,GP1BA_GP1BB,O95025,P07359_P13224,0
CGA_LHB,ROBO4,COMPLEX:P01215_P01229,Q8WZ75,0
TLN1,IL1RAP_IL1RL1,Q9Y490,Q9NPH3_Q01638,0
ANKRD13C-DT,FZD1,Q9XRX5,Q9UP38,0
DBH_SLC18A1,IL23R,COMPLEX:P09172_P54219,Q5VWK5,0
GNAS,HTR3A_HTR3B_HTR3C_HTR3D,Q5JWF2,P46098_O95264_Q8WXA8_Q70Z44,0
HSD17B1,IL22_IL22RA1,COMPLEX:P14061,Q9GZX6_Q8N6P7,0
PDCD1LG2,ADAM2,Q9BQ51,Q99965,0
CSF2,EPGN,P04141,Q6UW88,0
EREG,EPHA1,O14944,P21709,0
INS,PTPRZ1,P01308,P23471,0
CGA,RXFP4,P01215,Q8TDU9,0
TENM3,CRABP2_RARA_RXRA,Q9P273,NA_NA_P19793,0
KL,EPB41L1,Q9UEF7,Q9H4G0,0
FGF11,ADGRL1,Q92914,O94910,0
NOTCH2,PLXNA2,Q04721,O75051,0
COL9A3,PDE1C,Q14050,Q14123,0
RIMS2,C3AR1,Q9UQ26,Q16581,0
ADAM10,IL20RB,O14672,Q6UXL0,0
TNFRSF14,CLDN2,Q92956,P57739,0
IGFBP3,LRP6,P17936,O75581,0
TAFA1,STRA6,Q7Z5A9,Q9BX79,0
RTN4,ITGAL,Q9NQC3,P20701,0
RELN,ADCY7,P78509,P51828,0
CXCL13,GRIA4,O43927,P48058,0
SIGLEC15,CRHR1,Q6ZMC9,P34998,0
IL36G,SELL,Q9NZH8,P14151,0
CCL3,ADGRE2,P10147,Q9UHX3,0
IL13,CHRNA4_CHRNA6_CHRNB3,P35225,P43681_Q15825_Q05901,0
LAMB2,FZD4,P55268,Q9ULV1,0
CD36,ITGA9_ITGB1,P16671,Q13797_P05556,0
FN1,EFNA4,P02751,P52798,0
INHBA,PTGDR2,P08476,Q9Y5Y4,0
GCG,PLXNB1,P01275,O43157,0
SFTPA2,KCNN4,Q8IWL1,O15554,0
AGRP,APOBR,O00253,Q0VD83,0
IL20,SLC16A4,Q9NYY1,O15374,0
EPHA8,HHIP,P29322,Q96QV1,0
HSP90AA1,UNC5C,P07900,O95185,0
ITGAX_ITGB2,FPR3,COMPLEX:P05107_P20702,P25089,0
YARS1,MET,P54577,P08581,0
LEAP2,CALCRL,Q969E1,Q16602,0
TENM2,PPARG,Q9NT68,P37231,0
SHH,CCKAR,Q15465,P32238,0
SPP1,RPSA,P10451,P08865,0
FGF11,ACVRL1,Q92914,P37023,0
IL26,B2M_FCGRT,Q9NPH9,P61769_NA,0
HLA-G,CNTN2,P17693,Q02246,0
CCL16,ADGRB2,O15467,O60241,0
LGALS3BP,COL17A1,Q08380,Q9UMD9,0
MMP1,GCGR,P03956,P47871,0
NELL2,ADGRL4,Q99435,Q9HBW9,0
SEMA3E,F2RL1,O15041,P55085,0
NT5E_SLC29A3,FZD1_LRP6,COMPLEX:P21589_Q9BZD2,Q9UP38_O75581,0
IGFBP4,KREMEN2,P22692,Q8NCW0,0
DMP1,PARD3,Q13316,Q8TEW0,0
ADAM11,CRABP2_RARG_RXRG,O75078,NA_NA_NA,0
IGFBP6,ADGRE2,P24592,Q9UHX3,0
LEAP2,NPBWR2,Q969E1,P48146,0
NPPC,LILRB1,P23582,Q8NHL6,0
EPHA8,GPR75,P29322,O95800,0
OCLN,PTCH1,Q16625,Q13635,0
QDPR,GRIA2,P09417,P42262,0
C1QTNF1,IL5RA,Q9BXJ1,Q01344,0
ANGPTL3,TNFSF18,Q9Y5C1,Q9UNG2,0
AZGP1,ACVR1_ACVR2A,P25311,Q04771_P27037,0
APOA1,FZD6_LRP6,P02647,O60353_O75581,0
CHAT_SLC18A3,AVPR1A,COMPLEX:P28329_Q16572,P37288,0
CALR,GALR3_GPR151,P27797,O60755_Q8TDV0,0
VIP,CSF3R,P01282,Q99062,0
CRIPTO,EGFR_ERBB2,P13385,P00533_P04626,0
PGF,TNFRSF11B,P49763,O00300,0
TNFSF12,GUCY2F,O43508,P51841,0
TGFB3,PTPRD,P10600,P23468,0
BOC,GUCY2C,Q9BWV1,P25092,0
THBS4,MPZ,P35443,P25189,0
NRP1,ADCY7,O14786,P51828,0
SCGB1A1,CCR4,P11684,P51679,0
MDK,TLR1,P21741,Q15399,0
HSPG2,SLC18A3,P98160,Q16572,0
GLS2_SLC1A3,LAMP1,COMPLEX:P43003_Q9UI32,P11279,0
COL5A2,CCR1,P05997,P32246,0
RGMA,HTR2C,Q96B86,P28335,0
FGF13,CNR1,Q92913,P21554,0
FGF2,CHRNA5,P09038,P30532,0
SDC2,IL6ST_OSMR,P34741,P40189_Q99650,0
LHB,CHRM3,P01229,P20309,0
HPX,CALCRL_GPER1_RAMP3,P02790,Q16602_Q99527_O60896,0
C4BPA,B2M_FCGRT,P04003,P61769_NA,0
HSD17B3,ITGB7,COMPLEX:P37058,P26010,0
RLN2,CNR1,P04090,P21554,0
CCL26,HTR4,Q9Y258,Q13639,0
FARP2,RAMP3,O94887,O60896,0
GLS_SLC17A6,GALR2,COMPLEX:O94925_Q9P2U8,O43603,0
IFNL3,CD96,Q8IZI9,P40200,0
DAGLB,MYLK,COMPLEX:Q8NCG7,Q15746,0
COL6A3,EPHB4,P12111,P54760,0
OXT,ITGA6_ITGB1,P01178,P23229_P05556,0
TGFA,MRGPRX2,P01135,Q96LB1,0
ALB,NRP1_PLXNA4,P02768,O14786_Q9HCM2,0
COL4A4,RAMP2,P53420,O60895,0
NRXN2,FZD2,P58401,Q14332,0
CXCL11,SLC45A3,O14625,Q96JT2,0
CCL23,S1PR3,P55773,Q99500,0
BST1,S1PR1,Q10588,P21453,0
GLS_SLC1A7,RXFP2,COMPLEX:O00341_O94925,Q8WXD0,0
COL3A1,MTNR1A,P02461,P48039,0
L1CAM,TSPAN1,P32004,O60635,0
NFASC,RXFP1,O94856,Q9HBX9,0
JAG2,ADRA2B,Q9Y219,P18089,0
PDGFA,F2RL2,P04085,O00254,0
SLC6A4_TPH1,CNGA2,COMPLEX:P17752_P31645,Q16280,0
DDC_SLC18A1,SORCS3,COMPLEX:P20711_P54219,Q9UPU3,0
LAMA4,CD209,Q16363,Q9NNX6,0
FLRT1,CDH10,Q9NZU1,Q9Y6N8,0
IGFBP4,DDR1,P22692,Q08345,0
CALM3,WNT9A,P0DP25,O14904,0
SOST,THRA,Q9BQB4,P10827,0
GLS_SLC1A1,F11R,COMPLEX:O94925_P43005,Q9Y624,0
DKK1,NPSR1,O94907,Q6W5P4,0
HSPA1A,PROCR,P0DMV8,Q9UNN8,0
SULT1E1,GRM2,COMPLEX:P49888,Q14416,0
PTPRM,IL1B_IL1R2_IL1RAP,P28827,P01584_P27930_Q9NPH3,0
NGFR,A0A087WTB5,P08138,A0A087WTB5,0
QDPR,ADCY1,P09417,Q08828,0
YARS1,DCC,P54577,P43146,0
AMH,ROR1,P03971,Q01973,0
GDF15,BCAM,Q99988,P50895,0
GDF9,SLC5A11,O60383,Q8WWX8,0
INSL5,GABRA6_GABRB3_GABRG2,Q9Y5Q6,NA_NA_NA,0
TLN1,CD151,Q9Y490,P48509,0
BGN,CD180,P21810,Q99467,0
GDF2,FXYD6,Q9UK05,Q9H0Q3,0
DBH_SLC18A2,ITGB8,COMPLEX:P09172_Q05940,P26012,0
CCL20,SV2B,P78556,Q7L1I2,0
TNXB,NECTIN4,P22105,Q96NY8,0
CCL3L1,FZD6_LRP6,P16619,O60353_O75581,0
CCL17,CRHR1,Q92583,P34998,0
TNC,ITGAX,P24821,P20702,0
GLS_SLC1A7,NR1I2,COMPLEX:O00341_O94925,O75469,0
COL1A1,INHBA,P02452,P08476,0
WNT2B,ITGAL,Q93097,P20701,0
EGF,HTR7,P01133,P34969,0
SCT,THBD,P09683,P07204,0
CALM2,CCR9,P0DP24,P51686,0
LGALS9,CRHR1,O00182,P34998,0
CNTN4,JAML,Q8IWV2,Q86YT9,0
IL17RD,IL11RA,Q8NFM7,Q14626,0
HSD17B12,ITGA9,COMPLEX:Q53GQ0,Q13797,0
CALM1,ITGA1,P0DP23,P56199,0
COL1A1,CCR10,P02452,P46092,0
CHAT,RORA,COMPLEX:P28329,P35398,0
BMP15_GDF2,PTH2R,COMPLEX:O95972_Q9UK05,P49190,0
NTS,IL1B,P30990,P01584,0
DCN,KLRK1,P07585,P26718,0
COL2A1,A0A2R8YGI3,P02458,A0A2R8YGI3,0
BAMBI,ITGA2B,Q13145,P08514,0
IL23A,NTRK1,Q9NPF7,P04629,0
DCN,WNT9B,P07585,O14905,0
PTMA,GRIK1,P06454,P39086,0
CSF1,OSMR,P09603,Q99650,0
CD226,JAM2,Q15762,P57087,0
AFDN,CSF1R,P55196,P07333,0
BST1,F2RL3,Q10588,Q96RI0,0
LIF,HTR2B,P15018,P41595,0
F7,NTRK1,P08709,P04629,0
FST,ACVR1B_ACVR2B,P19883,P36896_Q13705,0
GLS_SLC1A1,NMUR2,COMPLEX:O94925_P43005,Q9GZQ4,0
FBN1,GRIK3_GRIK4,P35555,Q13003_NA,0
SERPINE1,NTNG1,P05121,Q9Y2I2,0
CXCL10,DRD3,P02778,P35462,0
NPS,MET,P0C0P6,P08581,0
